latitude,longitude,estado,bioma,mes,temperatura_media,umidade_relativa,precipitacao_mm,velocidade_vento,dias_sem_chuva,focos_calor_7d,distancia_foco_km,ndvi,historico_incendios,risco_incendio
-13.908856,-59.791495,BA,Mata Atlântica,2,28.09,87.45,52.36,22.63,15,1,4.38,0.456,3,medio
4.748672,-46.527514,PR,Amazônia,4,25.5,69.39,45.74,15.53,2,2,16.62,0.88,7,baixo
-15.376337,-56.811953,GO,Mata Atlântica,6,30.92,58.01,5.25,30.26,17,0,104.49,0.462,2,medio
-30.352431,-55.819652,MG,Cerrado,3,33.93,37.19,25.14,4.65,11,1,8.62,0.314,1,alto
-0.712338,-55.93299,RS,Pantanal,4,31.8,53.97,6.75,22.11,14,2,5.14,0.481,4,alto
-28.666089,-59.440802,RO,Cerrado,1,30.59,73.38,2.71,7.11,5,2,1.0,0.557,4,alto
-30.049379,-57.723904,PA,Cerrado,2,27.25,32.23,24.73,23.05,5,5,88.43,0.547,1,medio
0.831949,-51.550452,PA,Mata Atlântica,5,24.1,59.65,31.3,21.46,0,2,21.5,0.573,9,baixo
-32.811046,-46.562948,AM,Cerrado,2,20.75,61.4,4.63,9.85,7,3,5.22,0.05,4,medio
-4.033163,-71.473129,PR,Mata Atlântica,1,23.7,68.27,52.99,16.62,5,0,125.36,0.449,3,baixo
-11.677816,-52.193165,SP,Mata Atlântica,6,32.81,54.16,2.63,19.73,11,1,36.37,0.643,0,medio
-2.009014,-48.900556,GO,Cerrado,1,29.28,60.58,6.08,18.67,8,4,19.6,0.228,7,alto
-15.195554,-34.42201,MS,Pampa,11,22.54,73.78,13.74,27.46,4,0,74.53,0.759,3,baixo
-16.595287,-35.195365,MS,Pantanal,2,29.85,34.16,5.61,15.82,9,4,13.88,0.584,5,alto
-30.451429,-47.638021,SP,Mata Atlântica,11,26.43,65.38,19.8,3.32,1,2,12.47,0.614,3,baixo
-1.437834,-59.137471,PA,Cerrado,2,32.2,46.22,1.29,18.29,9,1,27.57,0.607,2,alto
-12.439421,-35.531224,MT,Pampa,8,29.64,30.16,1.1,17.15,33,8,2.62,0.077,4,critico
-6.759535,-51.6863,RJ,Mata Atlântica,1,28.48,64.72,27.39,13.75,5,1,20.76,0.806,1,baixo
3.285809,-54.149182,RO,Amazônia,4,22.95,59.73,22.23,17.85,1,3,10.89,0.389,8,medio
0.10325,-35.167483,SP,Cerrado,2,33.24,61.33,14.14,3.39,3,4,11.27,0.503,7,medio
-13.742231,-40.239669,SC,Amazônia,7,23.95,57.79,13.49,19.45,34,8,62.72,0.874,9,alto
-15.212806,-34.532124,TO,Pampa,7,36.19,18.95,0.45,12.61,19,11,15.4,0.458,5,critico
-32.253974,-44.391224,MS,Mata Atlântica,8,34.12,10.0,0.97,20.09,24,12,2.79,0.691,3,critico
-11.269829,-69.265052,AM,Cerrado,11,32.92,43.39,59.35,5.76,11,2,19.65,0.636,7,medio
-1.814335,-55.404604,GO,Cerrado,4,31.99,59.63,50.29,18.77,15,2,3.38,0.447,4,alto
-4.948708,-53.88535,SP,Mata Atlântica,5,34.1,66.92,6.06,19.31,6,1,3.45,0.887,1,medio
-10.847788,-70.28866,CE,Amazônia,8,24.39,49.51,22.48,9.43,7,5,1.98,0.813,6,alto
-4.672253,-63.412742,GO,Amazônia,8,34.69,57.44,16.53,17.89,17,8,3.01,0.67,3,alto
0.327036,-65.942051,RO,Amazônia,3,26.18,92.77,27.76,8.06,5,2,14.89,0.556,6,medio
-6.467146,-36.878632,MT,Amazônia,9,32.83,51.25,19.57,29.8,6,6,1.0,0.564,7,alto
-26.418262,-70.878005,RS,Amazônia,1,30.95,79.49,23.95,7.61,7,4,7.4,0.77,5,medio
2.128343,-43.269568,CE,Amazônia,10,39.02,40.09,23.57,27.52,24,10,9.62,0.319,7,critico
-10.32681,-61.793207,GO,Amazônia,11,20.45,88.94,10.0,14.75,4,3,6.89,0.602,6,medio
-19.605933,-66.23206,GO,Mata Atlântica,10,26.23,12.34,2.86,20.39,7,10,15.43,0.151,3,alto
-28.543673,-47.506376,GO,Caatinga,11,34.28,40.82,18.94,31.0,13,4,16.1,0.316,1,alto
3.238945,-42.438713,RO,Amazônia,2,27.93,95.0,18.09,23.25,5,2,4.38,0.543,3,medio
0.824008,-51.44285,RO,Caatinga,8,25.05,26.13,7.6,12.12,14,13,1.17,0.2,3,alto
-1.479354,-45.875327,MA,Cerrado,9,29.35,31.24,7.4,6.85,13,7,20.85,0.402,8,alto
-30.626924,-71.628732,PI,Caatinga,6,32.66,43.94,5.08,11.51,13,2,2.34,0.51,4,alto
3.010763,-58.62158,TO,Mata Atlântica,3,25.53,55.75,20.84,8.92,2,3,10.7,0.683,6,baixo
-25.93168,-63.064407,MA,Cerrado,10,28.98,10.91,4.37,0.0,23,11,11.16,0.479,4,critico
2.250255,-57.113938,RO,Mata Atlântica,5,27.4,53.64,8.02,18.71,6,1,3.34,0.306,4,alto
-12.87602,-38.578037,PA,Mata Atlântica,1,30.68,44.47,7.31,8.8,6,1,5.15,0.484,0,medio
-6.591236,-57.348308,MG,Amazônia,12,24.89,58.03,29.61,11.39,2,2,29.77,0.22,5,medio
-29.664757,-54.308233,PR,Mata Atlântica,3,28.93,88.44,5.47,12.11,9,0,100.7,0.602,1,baixo
-6.273044,-65.103336,CE,Pantanal,8,28.73,33.43,7.6,8.81,9,7,1.0,0.444,3,alto
-6.271534,-61.334471,GO,Pantanal,4,26.64,58.35,19.65,29.49,13,4,26.5,0.684,3,medio
-0.732808,-63.809949,PE,Pantanal,5,25.73,50.63,21.03,0.0,11,1,14.23,0.601,10,medio
-30.009061,-54.032346,AM,Amazônia,12,24.56,61.21,84.14,13.86,14,3,6.31,0.746,1,medio
-25.11655,-56.112808,RO,Pantanal,9,29.62,42.5,3.88,1.69,18,11,59.03,0.271,7,alto
-25.902462,-51.818386,GO,Pampa,3,25.44,66.25,25.67,23.95,8,2,46.35,0.533,2,baixo
0.404356,-57.22386,MS,Caatinga,8,30.53,15.79,6.08,6.3,17,8,14.55,0.301,7,critico
-13.996491,-68.971281,SC,Amazônia,1,26.62,51.24,65.25,19.19,15,3,21.09,0.618,4,medio
-3.343294,-37.071322,PI,Pantanal,8,28.66,14.74,3.88,16.73,13,8,22.56,0.601,5,alto
-26.757981,-40.00673,MT,Pantanal,8,33.95,46.53,15.32,33.4,8,7,11.81,0.23,6,critico
2.645069,-44.764005,TO,Cerrado,1,34.1,51.7,11.59,27.62,14,5,60.51,0.659,3,medio
-21.135088,-61.884302,MS,Pantanal,3,26.68,68.84,31.35,20.12,18,5,9.82,0.397,4,alto
-4.312594,-64.142072,RO,Amazônia,9,29.97,63.4,24.82,34.15,14,5,1.0,0.499,6,alto
-10.354219,-63.228767,RJ,Cerrado,11,28.29,22.21,0.68,8.7,8,7,6.17,0.432,6,alto
-23.68415,-53.279036,RS,Caatinga,2,29.99,44.74,20.2,6.82,6,2,4.63,0.394,4,medio
2.812306,-46.833383,SC,Cerrado,6,28.19,58.71,51.85,2.38,11,2,32.18,0.322,3,medio
2.742098,-37.904171,BA,Caatinga,7,29.48,20.63,9.74,17.31,11,9,5.83,0.153,7,critico
-27.157689,-67.804157,RJ,Pampa,4,27.34,50.66,8.75,17.51,0,1,1.18,0.458,2,medio
-27.37772,-58.251962,GO,Cerrado,1,24.59,61.19,13.75,14.74,16,3,1.0,0.306,5,medio
-26.103489,-68.305064,PA,Pantanal,8,35.36,13.3,8.66,27.45,26,10,20.72,0.625,11,critico
-12.223996,-51.279012,PE,Mata Atlântica,9,27.91,58.44,3.07,10.15,15,0,63.16,0.263,1,medio
-32.013481,-69.490563,PA,Caatinga,7,26.45,41.44,17.57,16.58,13,8,28.8,0.457,4,medio
-30.226618,-39.258403,MS,Amazônia,4,34.53,46.73,45.35,6.08,1,2,4.75,0.53,4,medio
-26.567676,-53.083893,PE,Caatinga,6,23.03,46.94,31.89,2.27,17,3,10.75,0.604,6,medio
-28.032628,-60.296256,MA,Mata Atlântica,8,38.16,48.98,11.53,17.56,15,4,13.14,0.286,4,alto
-2.059986,-43.038337,MS,Caatinga,1,29.4,53.46,69.39,7.23,16,5,5.83,0.332,8,alto
-28.166243,-57.558297,RS,Mata Atlântica,9,27.26,23.66,1.05,14.38,12,5,60.25,0.491,4,alto
-15.188126,-57.452288,PR,Amazônia,12,28.65,58.55,131.02,17.08,16,1,77.86,0.507,6,medio
-27.437714,-67.548905,PA,Cerrado,3,31.6,56.96,2.53,37.62,10,5,13.88,0.865,4,alto
-8.130524,-52.426713,PA,Cerrado,1,27.27,37.54,59.45,15.18,13,4,1.0,0.343,4,alto
3.598357,-68.207852,MG,Mata Atlântica,10,34.01,29.77,7.71,11.46,33,7,2.3,0.79,5,critico
-9.209063,-56.783978,BA,Cerrado,2,31.04,49.57,5.91,24.01,3,4,8.84,0.215,2,alto
-6.289827,-69.617012,TO,Amazônia,11,28.41,64.38,13.65,15.86,8,5,21.19,0.171,4,medio
-2.990944,-65.38459,RJ,Caatinga,2,22.52,71.81,0.23,9.93,16,2,4.2,0.321,5,alto
-25.336485,-70.098568,MG,Mata Atlântica,7,34.44,47.01,31.67,13.32,17,4,67.27,0.574,4,medio
-15.387846,-49.379522,RO,Mata Atlântica,1,16.09,21.31,2.02,29.34,15,2,11.93,0.21,3,alto
-8.886321,-46.776155,MT,Amazônia,4,22.4,87.0,19.49,14.78,0,7,42.45,0.797,7,baixo
-27.448553,-48.336365,RJ,Mata Atlântica,8,27.14,41.31,3.16,31.41,24,6,3.93,0.227,3,critico
-6.823074,-38.093723,BA,Mata Atlântica,8,35.24,50.59,2.74,25.2,20,3,7.21,0.215,2,critico
-31.801684,-47.162622,RO,Amazônia,6,32.83,53.74,29.82,17.57,3,1,10.72,0.438,6,medio
-11.684765,-64.247416,MG,Cerrado,2,41.45,80.3,22.31,11.62,10,7,9.78,0.44,7,alto
-3.581483,-71.81353,SC,Amazônia,8,35.01,52.09,36.95,14.7,19,7,13.71,0.494,6,alto
-15.207397,-38.355293,SP,Caatinga,8,35.47,38.42,13.42,20.14,18,4,13.41,0.251,5,alto
-20.801489,-50.549206,PE,Amazônia,6,20.31,90.37,34.55,15.61,8,4,28.43,0.262,3,baixo
-29.30434,-39.63052,TO,Mata Atlântica,12,32.19,60.73,42.47,22.29,7,0,131.51,0.464,1,baixo
-5.685058,-64.213733,SC,Cerrado,4,30.25,46.66,11.1,20.11,21,6,59.88,0.644,3,alto
-1.407148,-71.430372,PI,Caatinga,12,27.92,35.8,5.04,6.95,15,5,43.33,0.454,4,medio
-29.966419,-67.214772,MT,Caatinga,10,34.8,29.0,6.99,3.42,27,6,2.84,0.299,6,critico
2.91301,-34.514383,SC,Amazônia,11,21.86,69.7,32.16,9.9,14,2,1.0,0.724,6,medio
-3.373894,-38.879603,MG,Caatinga,5,34.54,62.97,18.52,4.08,15,3,18.17,0.461,6,medio
-9.986257,-34.6427,PI,Mata Atlântica,8,33.86,20.35,2.9,11.16,34,8,19.79,0.328,5,critico
-14.650885,-65.807093,MA,Caatinga,3,22.09,46.16,15.18,12.98,7,4,36.21,0.286,4,medio
-8.731537,-66.328656,RS,Pantanal,5,28.75,67.72,13.23,17.91,8,1,29.11,0.763,4,medio
-13.085247,-37.322177,GO,Mata Atlântica,3,25.89,62.56,13.27,10.48,2,0,60.55,0.636,2,baixo
-3.88896,-55.633504,AM,Cerrado,9,29.48,10.0,11.04,14.72,34,14,53.9,0.242,4,critico
3.33785,-56.084613,SP,Amazônia,8,29.93,53.02,22.13,29.91,26,11,6.52,0.411,7,critico
-23.233763,-57.123414,RJ,Caatinga,12,43.0,48.73,26.93,5.7,16,9,84.73,0.474,1,medio
-8.670093,-34.37434,PI,Amazônia,11,31.34,69.21,27.24,17.93,3,2,10.74,0.72,1,medio
-3.818373,-39.73595,SC,Amazônia,1,29.37,91.06,39.86,24.48,15,3,30.07,0.771,5,medio
-31.283625,-47.52294,PA,Cerrado,9,30.15,18.67,8.8,19.54,35,8,27.87,0.402,12,critico
1.16538,-44.797484,AM,Cerrado,7,24.67,65.3,4.68,0.0,17,8,42.47,0.269,4,medio
-11.742981,-36.623441,RO,Caatinga,8,32.14,23.24,9.01,23.73,30,13,6.28,0.39,5,critico
-12.339346,-54.605541,MS,Mata Atlântica,9,28.64,36.31,6.4,9.24,33,9,2.29,0.442,3,alto
-30.644949,-38.364865,TO,Cerrado,5,28.57,62.2,55.42,13.67,15,2,95.12,0.353,7,medio
-32.049046,-50.744877,SC,Caatinga,5,32.53,47.32,10.89,14.34,13,4,13.07,0.67,8,alto
-19.193316,-48.446872,MS,Cerrado,9,30.62,38.14,14.51,0.93,16,11,14.77,0.543,6,alto
-15.869762,-46.878307,AM,Caatinga,1,28.37,24.64,30.93,5.76,11,7,10.2,0.353,4,alto
-10.658518,-40.148085,PE,Amazônia,7,33.34,22.5,10.71,16.26,33,8,1.0,0.512,3,critico
-10.338329,-59.577297,RO,Mata Atlântica,8,29.53,35.36,22.7,13.77,30,5,31.28,0.693,2,medio
-18.00751,-70.303039,PI,Amazônia,6,22.63,61.34,42.28,18.16,1,2,51.28,0.269,6,baixo
1.477003,-37.079849,PI,Mata Atlântica,6,31.02,95.0,7.72,8.49,13,0,98.92,0.445,8,medio
3.425806,-44.731576,MT,Cerrado,1,38.97,58.82,13.56,8.55,17,5,15.38,0.837,5,alto
-10.0919,-34.007599,MS,Mata Atlântica,10,25.13,37.51,1.42,17.37,30,6,15.8,0.503,6,alto
4.892579,-50.924145,SP,Cerrado,6,25.32,50.95,49.61,17.55,17,7,1.0,0.783,6,medio
0.485191,-61.136024,CE,Amazônia,4,26.3,95.0,29.95,22.35,8,2,1.14,0.786,6,medio
-15.196618,-47.159253,MG,Mata Atlântica,7,29.93,59.66,7.96,28.41,32,4,3.29,0.483,2,alto
-27.653102,-36.138703,PI,Mata Atlântica,9,29.67,39.13,21.48,8.41,18,9,11.86,0.353,3,alto
-11.755671,-46.889556,RS,Pampa,12,24.19,54.7,1.49,13.92,2,1,29.0,0.326,1,medio
-20.882663,-66.123097,MS,Pantanal,5,26.23,44.0,14.54,11.81,22,4,2.34,0.743,2,alto
-28.650346,-68.324521,PR,Caatinga,2,24.9,67.85,0.9,15.16,17,5,15.07,0.144,1,medio
-10.886142,-42.341498,PI,Cerrado,3,25.48,66.38,75.65,19.17,21,1,22.39,0.401,6,medio
0.880061,-51.045682,RS,Cerrado,9,38.25,10.0,0.75,10.42,32,6,2.55,0.139,5,critico
-0.098024,-36.383551,MT,Cerrado,4,27.95,36.31,44.29,7.39,5,3,1.0,0.445,7,alto
-31.73887,-52.836426,SC,Caatinga,4,32.49,41.73,25.62,19.37,2,5,4.03,0.703,1,medio
-19.238346,-43.659872,RO,Cerrado,6,28.02,10.0,13.07,2.79,4,4,13.09,0.716,8,alto
4.602829,-54.32552,PR,Pampa,11,22.05,40.77,26.52,8.3,4,0,76.96,0.232,3,baixo
-31.875443,-58.143115,MT,Pantanal,3,26.51,10.0,27.64,0.0,10,5,7.88,0.687,5,alto
-18.04079,-62.365948,MA,Cerrado,10,32.45,44.45,6.64,32.76,24,9,1.72,0.358,2,critico
-31.460258,-47.410977,MG,Mata Atlântica,5,28.97,74.21,44.29,23.81,3,3,35.34,0.765,1,baixo
-13.15448,-60.546585,SC,Pantanal,1,31.08,33.53,8.42,12.18,14,6,15.19,0.533,2,alto
-29.069048,-59.444993,RS,Cerrado,8,32.52,19.01,1.12,8.01,21,11,1.59,0.21,4,critico
-31.670044,-45.674345,AM,Cerrado,11,28.31,34.09,22.73,10.21,17,8,22.76,0.172,7,alto
-9.783001,-37.512742,SC,Pampa,2,27.02,84.51,1.98,8.21,11,3,18.63,0.512,5,medio
-6.187065,-59.050593,PA,Mata Atlântica,9,33.64,57.29,4.93,12.03,19,9,13.03,0.414,5,alto
4.673772,-41.161563,RS,Cerrado,2,27.15,51.38,58.67,13.25,22,2,15.82,0.728,5,medio
-23.78796,-66.425302,AM,Mata Atlântica,2,32.54,53.21,69.84,23.9,9,4,4.95,0.481,2,medio
-20.770555,-66.987914,PR,Amazônia,3,31.22,69.32,39.33,9.85,4,3,20.1,0.575,5,medio
-18.5456,-72.859349,MA,Mata Atlântica,3,22.06,92.54,3.4,30.12,0,2,1.77,0.677,2,medio
4.519091,-45.018529,PI,Mata Atlântica,7,34.37,64.37,47.51,18.64,22,12,11.18,0.132,4,alto
-15.500652,-56.26078,RO,Cerrado,7,32.51,34.99,2.29,11.93,24,13,26.12,0.23,5,critico
-6.594291,-41.113813,PA,Caatinga,9,32.82,29.74,7.72,19.17,31,8,49.26,0.296,2,alto
-3.018867,-36.728953,BA,Caatinga,7,33.15,24.29,18.72,13.14,36,10,24.59,0.293,1,alto
-28.91886,-35.953799,SC,Amazônia,3,26.61,51.7,90.37,17.94,8,0,111.86,0.95,4,baixo
-22.703996,-43.536993,PR,Pampa,9,25.3,39.36,4.16,13.4,14,4,11.18,0.479,6,alto
-17.164674,-48.899051,RS,Amazônia,9,31.99,50.89,11.67,12.44,8,3,19.99,0.341,3,medio
-8.575808,-71.705337,AM,Amazônia,4,22.51,87.48,23.94,10.03,14,3,54.69,0.783,8,medio
-26.230961,-45.714248,PE,Cerrado,6,32.85,22.26,32.96,22.55,12,5,39.56,0.72,8,alto
-28.148668,-41.700616,RO,Cerrado,5,33.84,58.66,17.1,13.46,17,4,3.25,0.595,5,alto
-21.602156,-34.181397,RJ,Cerrado,5,31.62,51.48,12.45,10.13,14,0,139.8,0.473,4,medio
-30.213975,-64.288514,SC,Mata Atlântica,8,31.01,30.65,3.02,7.59,31,7,26.85,0.105,4,critico
-9.219682,-53.884974,RO,Cerrado,4,25.39,60.21,6.98,22.52,20,2,2.24,0.173,3,alto
-22.065633,-34.662409,MT,Cerrado,5,28.28,53.37,17.02,6.18,3,3,17.8,0.459,5,medio
-26.422786,-67.559482,PI,Caatinga,7,30.72,18.94,23.33,10.43,31,7,11.71,0.677,3,alto
-6.372189,-39.630642,SC,Amazônia,12,32.01,71.61,27.29,17.33,16,7,66.95,0.723,4,medio
-4.452727,-35.354787,SP,Caatinga,5,29.2,77.19,6.04,11.21,2,3,15.74,0.439,5,medio
-7.931288,-47.551474,GO,Caatinga,2,26.61,37.23,7.1,17.76,8,4,3.25,0.585,2,medio
-23.290893,-44.578342,RS,Pampa,11,26.59,57.46,1.31,11.8,0,0,54.06,0.508,1,baixo
-23.243725,-49.161274,RJ,Amazônia,6,22.66,65.01,24.74,10.57,15,2,16.27,0.443,7,medio
-8.47136,-36.099226,MS,Mata Atlântica,6,29.75,36.76,29.29,24.67,10,1,3.3,0.394,3,alto
-20.524134,-54.591708,PE,Amazônia,5,25.67,55.71,20.87,0.0,3,5,47.31,0.476,3,baixo
-4.637838,-36.720082,PI,Amazônia,7,30.55,24.22,17.98,14.29,11,3,37.9,0.487,4,alto
-18.047278,-70.805472,CE,Caatinga,11,35.62,45.28,20.18,4.9,9,4,4.91,0.591,5,alto
-27.64833,-46.333172,MA,Caatinga,12,32.03,52.24,27.79,16.52,13,2,17.53,0.522,1,medio
-22.000931,-46.117921,RS,Amazônia,10,31.76,50.99,8.05,15.84,12,7,8.39,0.322,9,critico
-8.719685,-38.720993,AM,Mata Atlântica,10,31.7,31.45,12.29,0.0,26,5,5.38,0.321,5,alto
-7.979829,-49.471546,AM,Mata Atlântica,4,19.81,42.4,20.79,15.8,7,0,102.35,0.601,3,baixo
-12.035047,-48.96614,MS,Mata Atlântica,8,32.06,45.05,9.52,18.97,10,3,7.72,0.31,6,alto
-21.093666,-45.640729,SC,Mata Atlântica,2,25.56,57.88,28.66,18.2,4,1,14.09,0.639,2,baixo
0.586576,-37.483568,CE,Amazônia,12,26.24,80.3,24.58,21.15,3,2,44.02,0.599,4,medio
-4.614965,-59.544194,SP,Mata Atlântica,8,22.13,42.94,0.13,14.69,33,8,31.53,0.329,7,alto
-18.617948,-36.140416,SP,Mata Atlântica,8,28.99,20.43,0.2,37.17,15,6,1.0,0.05,2,critico
-14.942821,-66.6676,RO,Cerrado,5,32.33,48.53,13.22,20.98,16,4,5.65,0.451,6,alto
-13.187,-46.352212,PE,Cerrado,6,31.84,24.74,14.67,10.05,12,7,3.41,0.63,5,alto
-5.695735,-66.909567,RJ,Mata Atlântica,4,27.89,72.41,7.9,18.26,2,1,8.1,0.489,7,medio
-32.377678,-40.111196,CE,Cerrado,10,36.84,27.7,5.3,26.33,12,6,17.38,0.189,6,critico
-18.977441,-49.907819,PR,Amazônia,4,22.3,62.91,12.38,0.0,0,3,11.83,0.262,5,medio
-11.930701,-48.354614,BA,Cerrado,12,37.34,43.77,2.87,17.21,8,0,147.11,0.631,5,medio
-20.67077,-52.573712,RO,Amazônia,5,29.08,77.27,48.01,18.72,9,0,123.95,0.787,7,baixo
-28.985572,-34.711073,PR,Amazônia,9,33.79,52.13,21.98,8.4,31,14,1.0,0.542,2,alto
-15.092994,-38.341925,TO,Pampa,11,15.0,47.62,21.57,6.78,2,0,45.42,0.485,6,baixo
-22.679241,-67.323958,PE,Pantanal,4,29.36,95.0,2.52,23.42,6,4,75.09,0.346,6,medio
-9.995347,-48.964002,RS,Cerrado,11,30.15,34.77,15.05,18.13,4,10,33.54,0.703,9,alto
-1.117483,-44.555524,PE,Cerrado,11,36.15,35.47,21.5,11.69,18,3,4.62,0.442,6,alto
-25.569161,-44.529571,RO,Mata Atlântica,8,33.23,53.82,3.13,13.82,13,3,9.37,0.371,2,alto
-11.030654,-70.949112,RJ,Mata Atlântica,9,33.99,19.5,15.68,19.37,9,5,1.57,0.309,1,alto
-23.563898,-58.462644,AM,Pantanal,6,28.99,75.0,4.18,13.62,11,5,31.0,0.78,4,medio
-12.129636,-58.007279,MG,Amazônia,12,29.82,75.1,25.75,7.93,3,3,15.91,0.681,4,baixo
-30.082864,-60.900723,TO,Amazônia,7,41.62,53.85,23.2,14.5,8,8,8.07,0.609,7,alto
-30.028185,-68.25686,RJ,Mata Atlântica,5,25.95,69.87,57.29,19.03,10,0,105.17,0.718,1,baixo
-0.682814,-40.839373,RJ,Caatinga,5,31.35,69.62,28.38,21.55,15,0,116.87,0.418,3,medio
-21.140507,-62.52639,RO,Amazônia,9,23.13,34.58,13.93,9.02,31,8,32.92,0.475,5,alto
-4.736325,-49.951002,MA,Pampa,11,15.88,82.46,90.03,18.91,6,0,131.31,0.95,2,baixo
-0.221609,-61.863825,PE,Mata Atlântica,5,26.29,42.85,10.99,14.24,16,2,61.05,0.638,3,medio
-3.898629,-65.319294,BA,Amazônia,7,35.98,57.39,31.13,13.57,6,4,3.65,0.454,7,alto
-25.91616,-68.31253,RJ,Pampa,10,26.47,29.22,25.42,16.65,11,6,17.54,0.799,3,medio
3.875864,-70.629508,MA,Caatinga,3,28.79,32.17,18.72,21.59,10,2,19.62,0.403,2,medio
0.336649,-68.948237,RS,Pampa,7,29.59,51.61,25.31,17.14,20,12,6.89,0.348,3,alto
-21.688465,-54.713174,MT,Cerrado,6,31.93,44.53,40.57,0.0,10,3,3.04,0.341,7,alto
-29.539954,-63.207091,MT,Mata Atlântica,1,30.65,40.69,4.39,11.09,13,1,1.0,0.95,1,alto
-32.086568,-36.947279,MA,Mata Atlântica,9,31.12,35.4,26.12,18.05,18,6,57.98,0.515,3,medio
3.334296,-56.457772,MS,Pampa,3,24.87,32.73,40.39,9.3,7,0,131.46,0.372,3,baixo
-5.239783,-40.680897,MG,Amazônia,4,29.87,95.0,26.89,13.1,10,2,14.99,0.495,6,medio
-11.58504,-39.75741,TO,Cerrado,4,28.54,44.96,11.73,14.3,20,3,11.61,0.432,3,alto
3.206127,-50.727388,PE,Amazônia,6,23.23,45.28,38.4,8.62,7,1,1.0,0.683,5,medio
-16.533313,-35.44377,MS,Cerrado,11,23.33,27.73,27.4,12.03,2,3,54.29,0.108,6,medio
-21.760887,-68.411797,PE,Cerrado,7,28.03,17.55,0.21,16.38,32,9,42.1,0.124,5,critico
-16.136024,-63.684465,MG,Amazônia,4,23.5,55.89,21.65,21.64,1,4,1.0,0.618,4,medio
-30.000015,-52.11407,BA,Mata Atlântica,10,26.78,27.92,5.64,21.82,6,5,14.14,0.245,2,alto
-1.226875,-53.535751,BA,Caatinga,1,34.09,71.78,40.69,24.12,5,2,8.98,0.586,4,medio
-14.152856,-34.5061,PR,Mata Atlântica,11,30.48,37.67,6.84,16.27,17,6,1.28,0.759,2,alto
-32.956454,-61.986231,MG,Caatinga,10,40.27,48.98,12.01,34.78,17,4,1.0,0.356,4,critico
1.395087,-65.174896,MA,Mata Atlântica,5,23.74,51.73,0.35,6.96,2,2,11.52,0.596,3,medio
-22.362674,-64.115399,SC,Cerrado,6,32.84,73.52,20.84,7.78,2,2,36.11,0.643,5,medio
-22.827009,-70.934724,CE,Cerrado,12,25.57,56.84,35.34,7.6,9,1,13.67,0.757,5,medio
-15.930979,-46.200226,GO,Mata Atlântica,7,30.47,82.58,0.54,7.02,34,4,1.59,0.303,5,alto
-20.935027,-53.321458,MA,Pampa,1,26.02,50.31,1.82,20.52,6,1,32.82,0.379,6,medio
-15.856684,-56.64587,SC,Amazônia,4,17.03,86.24,63.68,9.88,7,2,19.25,0.551,3,baixo
-3.414067,-60.299787,GO,Cerrado,6,19.12,45.39,10.48,8.43,12,4,7.18,0.588,7,medio
-2.251775,-50.10683,MT,Cerrado,6,30.11,83.91,42.84,17.92,21,4,46.51,0.271,3,medio
2.439447,-54.340963,MS,Cerrado,3,38.29,69.99,13.19,18.99,7,5,53.39,0.519,6,medio
4.752374,-55.227179,PI,Amazônia,6,30.66,81.07,29.41,17.64,0,2,29.44,0.941,2,baixo
-11.967383,-69.550226,PE,Caatinga,10,37.12,47.42,8.67,7.58,16,4,26.26,0.436,2,alto
2.99372,-38.992297,TO,Mata Atlântica,11,29.42,55.26,17.21,20.65,4,0,52.79,0.753,4,baixo
-18.119129,-70.08113,CE,Caatinga,9,22.86,14.27,4.7,26.31,31,9,16.6,0.158,7,critico
-9.942824,-60.092875,MS,Amazônia,6,22.61,69.23,29.82,10.52,1,2,63.54,0.727,4,baixo
-1.265206,-65.491764,TO,Cerrado,6,26.91,57.33,62.81,18.52,13,3,15.06,0.495,5,medio
0.327783,-58.138576,PE,Caatinga,1,32.89,55.86,6.05,8.88,12,6,1.23,0.32,7,alto
2.820628,-59.662819,MT,Cerrado,7,33.38,15.77,7.38,20.15,23,10,6.99,0.232,2,critico
-13.459052,-39.769984,CE,Pantanal,7,29.48,37.8,1.38,1.5,31,12,6.3,0.12,5,critico
-8.652132,-41.276799,PI,Amazônia,4,31.35,39.74,25.04,24.8,7,3,71.44,0.511,3,medio
-11.441083,-56.266162,MS,Caatinga,11,26.42,42.66,24.96,13.87,6,3,16.11,0.505,2,medio
-26.867812,-46.815751,PE,Cerrado,10,27.01,11.44,0.23,15.82,10,11,50.48,0.05,5,critico
-20.026334,-34.374486,CE,Mata Atlântica,6,26.24,35.46,10.92,18.86,16,3,113.45,0.701,5,medio
-30.64228,-69.816366,PI,Amazônia,3,27.53,46.19,37.09,22.74,6,2,13.51,0.414,3,medio
-20.91691,-52.469869,BA,Amazônia,12,29.77,84.85,18.9,9.52,14,3,9.59,0.636,2,medio
3.328301,-68.305162,PI,Cerrado,6,26.02,39.91,0.91,19.62,13,2,21.5,0.33,1,alto
-12.952257,-71.856613,RO,Caatinga,10,35.56,18.33,11.65,7.58,31,11,21.01,0.464,4,critico
-31.114027,-53.820812,RS,Amazônia,12,23.75,66.51,25.41,15.81,9,3,11.55,0.546,3,baixo
-20.808678,-69.497907,GO,Amazônia,11,33.05,46.22,31.01,25.78,10,6,41.8,0.693,6,medio
-32.085453,-63.108813,PR,Mata Atlântica,5,29.4,57.05,9.09,8.34,1,4,22.5,0.414,3,medio
